impcParameterOrigId,parameter_name,description,parameter_id
73184,Right lung cranial lobe,"",IMPC_EMA_111_001
73185,Right lung middle lobe,"",IMPC_EMA_112_001
73186,Right lung caudal lobe,"",IMPC_EMA_113_001
73187,Right lung accessory lobe,"",IMPC_EMA_114_001
73188,Left lung,"",IMPC_EMA_115_001
73189,Diaphragm,"",IMPC_EMA_116_001
73190,Peritoneal cavity,"",IMPC_EMA_117_001
73191,Liver,"",IMPC_EMA_118_001
73192,Liver left lobe,"",IMPC_EMA_119_001
73193,Liver right lobe,"",IMPC_EMA_120_001
73194,Liver caudate lobe,"",IMPC_EMA_121_001
73195,Gallbladder,"",IMPC_EMA_122_001
73196,Liver lobar interzone,"",IMPC_EMA_123_001
73197,Pancreas,"",IMPC_EMA_124_001
73198,Stomach,"",IMPC_EMA_125_001
73199,Pyloric antrum,"",IMPC_EMA_126_001
73200,Stomach fundus,"",IMPC_EMA_127_001
73201,Stomach lumen,"",IMPC_EMA_128_001
73202,Small intestine,"",IMPC_EMA_129_001
73203,Hindgut,"",IMPC_EMA_130_001
73204,Midgut,"",IMPC_EMA_131_001
73205,Hip joint,"",IMPC_EMA_132_001
73206,Femur,"",IMPC_EMA_133_001
73207,Fibula,"",IMPC_EMA_134_001
73208,Tibia,"",IMPC_EMA_135_001
73209,Adrenal gland,"",IMPC_EMA_136_001
73210,Kidney,"",IMPC_EMA_137_001
73211,Renal calyx,"",IMPC_EMA_138_001
73212,Bladder,"",IMPC_EMA_139_001
73213,Rectum,"",IMPC_EMA_140_001
73214,Spleen,"",IMPC_EMA_141_001
73215,Ovary,"",IMPC_EMA_142_001
73216,Testes,"",IMPC_EMA_143_001
73217,Penis,"",IMPC_EMA_144_001
73218,Circumventricular organ,"",IMPC_EMA_145_001
73219,Hyoid,"",IMPC_EMA_146_001
73220,Severely dysmorphic,"",IMPC_EMA_147_001
73221,Delayed embryonic development,"",IMPC_EMA_148_001
73222,Annotator ID,"",IMPC_EMA_149_001
73223,Date of Annotation,"",IMPC_EMA_150_001
17722,Response amplitude - BN,Response Amplitude Bn,IMPC_ACS_001_001
17723,Response amplitude - PP1,Response Amplitude Pp1,IMPC_ACS_002_001
17724,Response amplitude - PP2,Response Amplitude Pp2,IMPC_ACS_003_001
17725,Response amplitude - PP3,Response Amplitude Pp3,IMPC_ACS_004_001
17726,Response amplitude - PP4,Response Amplitude Pp4,IMPC_ACS_005_001
17727,Response amplitude - S,Response Amplitude S,IMPC_ACS_006_001
17728,Response amplitude - PP1_S,Response Amplitude Pp1 S,IMPC_ACS_007_001
17729,Response amplitude - PP2_S,Response Amplitude Pp2 S,IMPC_ACS_008_001
17730,Response amplitude - PP3_S,Response Amplitude Pp3 S,IMPC_ACS_009_001
17731,Response amplitude - PP4_S,Response Amplitude Pp4 S,IMPC_ACS_010_001
17732,Light level in chamber,Light Level In Chamber,IMPC_ACS_011_001
17733,Date and time,Date And Time,IMPC_ACS_012_001
17734,Experimenter ID,Experimenter,IMPC_ACS_014_001
17735,Startle stimulus,Startle Pulse,IMPC_ACS_015_001
17736,Background noise,Background Noise,IMPC_ACS_016_001
17737,Pre-pulse stimulus 1,Pre Pulse Stimulus 1,IMPC_ACS_017_001
17738,Pre-pulse stimulus 2,Pre Pulse Stimulus 2,IMPC_ACS_018_001
17739,Pre-pulse stimulus 3,Pre Pulse Stimulus 3,IMPC_ACS_019_001
17740,Pre-pulse stimulus 4,Pre Pulse Stimulus 4,IMPC_ACS_020_001
17741,Inter-trial interval,Inter Trial Interval,IMPC_ACS_021_001
17742,Number of trials,Number Of Trials,IMPC_ACS_022_001
17743,In-chamber adapt time,In Chamber Adapt Time,IMPC_ACS_023_001
17744,Stimulus order,Stimulus Order,IMPC_ACS_024_001
17745,Mouse chamber ID,Mouse Chamber Id,IMPC_ACS_025_001
17746,Equipment ID,Equipment Name,IMPC_ACS_026_001
17747,Equipment manufacturer,Equipment Manufacturer,IMPC_ACS_027_001
17748,Equipment model,Equipment Model,IMPC_ACS_028_001
17749,Software version,Software Version,IMPC_ACS_029_001
17750,Mouse chamber dimension,Mouse Chamber Dimension,IMPC_ACS_030_001
17751,Sound generator manufacturer,Sound Generator,IMPC_ACS_031_001
17752,Sound-proof box dimension,Sound Proof Box Dimension,IMPC_ACS_032_001
17753,% Pre-pulse inhibition - PPI1,Pre Pulse Inhibition Pp1,IMPC_ACS_033_001
17754,% Pre-pulse inhibition - PPI2,Pre Pulse Inhibition Pp2,IMPC_ACS_034_001
17755,% Pre-pulse inhibition - PPI3,Pre Pulse Inhibition Pp3,IMPC_ACS_035_001
17756,% Pre-pulse inhibition - PPI4,Pre Pulse Inhibition Pp4,IMPC_ACS_036_001
17757,% Pre-pulse inhibition - Global,Pre Pulse Inhibition Global,IMPC_ACS_037_001
17758,Date equipment last calibrated,"",IMPC_ACS_038_001
17759,Inter PP-S stimulus interval,"",IMPC_ACS_013_001
17760,Sound generator model,"",IMPC_ACS_039_001
89737,Number of signals,"",IMPC_ECG_001_001
89738,HR,"",IMPC_ECG_002_001
89739,CV,"",IMPC_ECG_003_001
89740,RR,"",IMPC_ECG_004_001
89741,PQ,"",IMPC_ECG_005_001
89742,PR,"",IMPC_ECG_006_001
89743,QRS,"",IMPC_ECG_007_001
89744,ST,"",IMPC_ECG_008_001
89745,HRV,"",IMPC_ECG_010_001
89747,Mean SR amplitude,"",IMPC_ECG_012_001
89748,Mean R amplitude,"",IMPC_ECG_013_001
89749,rMSSD,"",IMPC_ECG_014_001
89750,pNN5(6>ms),"",IMPC_ECG_015_001
89751,Equipment ID,"",IMPC_ECG_016_001
89752,Equipment Manufacturer,"",IMPC_ECG_017_001
89753,Equipment Model,"",IMPC_ECG_018_001
89754,Anesthetic,"",IMPC_ECG_019_001
89755,Experimenter ID,"",IMPC_ECG_020_001
89756,Noise level,"",IMPC_ECG_021_001
89757,Light level,"",IMPC_ECG_022_001
89758,Date equipment last calibrated,"",IMPC_ECG_023_001
89759,QTc,"",IMPC_ECG_009_002
89760,Analysis Software,"",IMPC_ECG_024_001
89761,Waveform Image,"",IMPC_ECG_025_001
89762,Waveform Image Comment,Free Text Comment On The Waveform Image. Use Parameterassociation Of The Image Parameter To Link To This Text.,IMPC_ECG_026_001
89763,Lead Configuration,"",IMPC_ECG_027_001
89764,QT,"",IMPC_ECG_028_001
89765,QT Dispersion,"",IMPC_ECG_029_001
90855,Data acquisition sampling rate,"",IMPC_ECG_030_001
90856,Abnormal ECG detected,"",IMPC_ECG_031_001
36937,Brain,Brain,IMPC_PAT_001_002
36938,Eye with optic nerve,Eye With Optic Nerve,IMPC_PAT_002_002
36939,Spinal cord,Spinal Cord,IMPC_PAT_003_002
36940,Thymus,Thymus,IMPC_PAT_004_002
36941,Thyroid,Thyroid,IMPC_PAT_005_002
36942,Heart,Heart,IMPC_PAT_006_002
36943,Trachea,Trachea,IMPC_PAT_007_002
36944,Esophagus,Esophagus,IMPC_PAT_008_002
36945,Lung,Lung,IMPC_PAT_009_002
36946,Liver,Liver,IMPC_PAT_010_002
36947,Gall bladder,Gall Bladder,IMPC_PAT_011_002
36948,Stomach,Stomach,IMPC_PAT_012_002
36949,Small intestine,Small Intestine,IMPC_PAT_013_002
36950,Large intestine,Large Intestine,IMPC_PAT_014_002
36951,Pancreas,Pancreas,IMPC_PAT_015_002
36952,Spleen,Spleen,IMPC_PAT_016_002
36953,Kidney,Kidney,IMPC_PAT_017_002
36954,Adrenal gland,Adrenal Gland,IMPC_PAT_018_002
36955,Mammary gland,Mammary Gland,IMPC_PAT_019_002
36956,Lymph node,Lymph Node,IMPC_PAT_020_002
36957,Skin,Skin,IMPC_PAT_021_002
36958,Skeletal muscle,Skeletal Muscle,IMPC_PAT_022_002
36959,Urinary bladder,Urinary Bladder,IMPC_PAT_023_002
36960,Testes,Testes,IMPC_PAT_024_002
36961,Epididymis,Epididymis,IMPC_PAT_025_002
36962,Prostate,Prostate,IMPC_PAT_026_002
36963,Seminal vesicle,Seminal Vesicles,IMPC_PAT_027_002
36964,Ovary,Ovary,IMPC_PAT_028_002
36965,Uterus,Uterus,IMPC_PAT_029_002
36966,Body Weight,Body Weight,IMPC_PAT_049_002
36967,Images,Images,IMPC_PAT_057_002
36968,Comments (in English),General Comments In English,IMPC_PAT_032_002
36969,Experimenter ID,Experimenter,IMPC_PAT_052_002
36970,Method of sacrifice,Sacrifice,IMPC_PAT_054_002
36971,Method of Blood Collection,Blood Collection,IMPC_PAT_055_002
36972,Equipment ID,Equipment Name,IMPC_PAT_056_002
36973,Fixative,Fixative,IMPC_PAT_058_002
36974,Date equipment last calibrated,"",IMPC_PAT_059_002
36975,Equipment manufacturer,"",IMPC_PAT_060_002
36976,Equipment model,"",IMPC_PAT_061_002
36977,Date of sacrifice,"",IMPC_PAT_030_002
36978,ID for sample banking protocol,Id For Center-Specific Cassette Processing Protocol,IMPC_PAT_031_002
36979,Balance manufacturer,"",IMPC_PAT_033_001
36980,Balance model,"",IMPC_PAT_034_001
36981,Camera resolution,"",IMPC_PAT_035_001
36982,Eye fixative,"",IMPC_PAT_036_001
36983,Salivary gland,"",IMPC_PAT_062_001
36984,Sternum,"",IMPC_PAT_063_001
36985,Femur,"",IMPC_PAT_064_001
36986,Bone marrow,"",IMPC_PAT_065_001
36987,Brown fat,"",IMPC_PAT_066_001
36988,Tibia,"",IMPC_PAT_067_001
36989,Knee joint,"",IMPC_PAT_068_001
36990,Trigeminal V nerve,"",IMPC_PAT_069_001
36991,Nasal cavity,"",IMPC_PAT_070_001
36992,Ear,"",IMPC_PAT_071_001
36993,Tooth,"",IMPC_PAT_072_001
36994,Tongue,"",IMPC_PAT_073_001
36995,Sciatic nerve,"",IMPC_PAT_074_001
36996,Bone,"",IMPC_PAT_075_001
36997,Tissue available for distribution,Are There Tissue Blocks Available For Distribution?,IMPC_PAT_076_001
28488,Number of signals,"",IMPC_ECG_001_001
28489,HR,"",IMPC_ECG_002_001
28490,CV,"",IMPC_ECG_003_001
28491,RR,"",IMPC_ECG_004_001
28492,PQ,"",IMPC_ECG_005_001
28493,PR,"",IMPC_ECG_006_001
28494,QRS,"",IMPC_ECG_007_001
28495,ST,"",IMPC_ECG_008_001
28496,QTc,"",IMPC_ECG_009_001
28497,HRV,"",IMPC_ECG_010_001
28498,QTc Dispersion,"",IMPC_ECG_011_001
28499,Mean SR amplitude,"",IMPC_ECG_012_001
28500,Mean R amplitude,"",IMPC_ECG_013_001
28501,rMSSD,"",IMPC_ECG_014_001
28502,pNN5(6>ms),"",IMPC_ECG_015_001
28503,Equipment ID,"",IMPC_ECG_016_001
28504,Equipment Manufacturer,"",IMPC_ECG_017_001
28505,Equipment Model,"",IMPC_ECG_018_001
28506,Anesthetic,"",IMPC_ECG_019_001
28507,Experimenter ID,"",IMPC_ECG_020_001
28508,Noise level,"",IMPC_ECG_021_001
28509,Light level,"",IMPC_ECG_022_001
28510,Date equipment last calibrated,"",IMPC_ECG_023_001
28511,Analysis Software,"",IMPC_ECG_024_001
28512,Waveform Image,"",IMPC_ECG_025_001
28513,Waveform Image Comment,Free Text Comment On The Waveform Image. Use Parameterassociation Of The Image Parameter To Link To This Text.,IMPC_ECG_026_001
7636,Population average,"",IMPC_MAA_001_001
7637,T-statistics determinents,"",IMPC_MAA_002_001
7638,T-statistics intensities,"",IMPC_MAA_003_001
7639,FDR thresholds for determinents,"",IMPC_MAA_004_001
7640,FDR thresholds for intensities,"",IMPC_MAA_005_001
7641,Used WT specimen names,"",IMPC_MAA_006_001
7642,Used MUT specimen names,"",IMPC_MAA_007_001
7643,Version of pydpiper,"",IMPC_MAA_008_001
7644,Data analysis finished,"",IMPC_MAA_009_001
45446,Pericardium Morphology,Pericardium Morphology,IMPC_GEM_007_001
45447,Visceral yolk sac morphology,Visceral Yolk Sac Morphology,IMPC_GEM_017_001
45448,Embryo Size,Embryo Size,IMPC_GEM_019_001
45449,Ear Morphology,Abnormal Ear Morphology,IMPC_GEM_021_001
45450,Skin Appearance,Skin Appearance,IMPC_GEM_024_001
45451,Limb Bud Morphology,Limb Bud Morphology,IMPC_GEM_027_001
45452,Limb Plate Morphology,Limb Plate Morphology,IMPC_GEM_028_001
45453,Tail Morphology,Tail Morphology,IMPC_GEM_029_001
45454,Liver Size,Liver Size,IMPC_GEM_032_001
45455,Neural Tube Closure,Neural Tube Closure,IMPC_GEM_036_001
45456,Eye Morphology,Eye Morphology,IMPC_GEM_041_001
45457,Head shape,Head Shape,IMPC_GEM_047_001
45458,Comment on image,Comment On Image,IMPC_GEM_048_001
45459,Images,Images,IMPC_GEM_049_001
45460,Experimenter ID,Experimenter Id,IMPC_GEM_050_001
45461,Equipment ID,Equipment Id,IMPC_GEM_051_001
45462,Equipment Manufacturer,Equipment Manufacturer,IMPC_GEM_052_001
45463,Equipment Model,Equipment Model,IMPC_GEM_053_001
45464,Fixative,Fixative,IMPC_GEM_054_001
45465,Time of Dissection,Time Of Dissection,IMPC_GEM_055_001
45466,Somite Stage,Somite Stage,IMPC_GEM_056_001
45467,Time of dark cycle start,Time Of Dark Cycle Start,IMPC_GEM_057_001
45468,Time of dark cycle end,Time Of Dark Cycle End,IMPC_GEM_058_001
45469,Date equipment last calibrated,Date Equipment Last Calibrated,IMPC_GEM_059_001
45470,Pale yolk sac,Pale Yolk Sac,IMPC_GEM_016_002
45471,Pallor,Pallor,IMPC_GEM_025_002
45472,Blebs,Blebs,IMPC_GEM_026_002
45473,Pale Liver,Pale Liver,IMPC_GEM_033_002
45474,Microphthalmia,Microphthalmia,IMPC_GEM_043_002
45475,Anophthalmia,Anophthalmia,IMPC_GEM_044_002
45476,Severely Dysmorphic,"",IMPC_GEM_060_001
45477,Abdominal wall,"",IMPC_GEM_061_001
45478,Craniofacial morphology,"",IMPC_GEM_062_001
45479,Facial cleft,"",IMPC_GEM_063_001
45480,Facial hypoplasia,"",IMPC_GEM_064_001
45481,Heart looping,"",IMPC_GEM_065_001
45482,Heart morphology,"",IMPC_GEM_066_001
45483,Left-right axis patterning,"",IMPC_GEM_067_001
45484,Forebrain morphology,"",IMPC_GEM_068_001
45485,Hindbrain morphology,"",IMPC_GEM_069_001
45486,Midbrain morphology,"",IMPC_GEM_070_001
45487,Microcephaly,"",IMPC_GEM_071_001
45488,Rostal-caudal patterning,"",IMPC_GEM_072_001
45489,Vascular morphology,"",IMPC_GEM_073_001
45490,CRL,"",IMPC_GEM_074_001
45491,Delayed embryonic development,"",IMPC_GEM_075_001
45492,Edema,"",IMPC_GEM_076_001
45493,Hemorrhage,"",IMPC_GEM_077_001
45494,Polydactyly,"",IMPC_GEM_078_001
90846,Exencephaly,Exencephaly,IMPC_GEM_079_001
18100,Body weight before experiment,Body Weight Before Experiment,IMPC_CAL_001_001
18101,Body weight after experiment,Body Weight After Experiment,IMPC_CAL_002_001
18102,Oxygen consumption,Oxygen Consumption,IMPC_CAL_003_001
18103,Carbon dioxide production,Carbon Dioxide Production,IMPC_CAL_004_001
18104,Heat production (metabolic rate),Heat Production Metabolic Rate,IMPC_CAL_005_001
18105,Ambulatory activity  (no. of beam cuts),Ambulatory Activity No Of Beam Cuts,IMPC_CAL_006_001
18106,Total activity  (no. of fine movement + no. of beam cuts),Total Activity No Of Fine Movement No Of Beam Cuts,IMPC_CAL_007_001
18107,Total food intake,Total Food Intake,IMPC_CAL_008_001
18108,Cumulative food intake,Cumulative Food Intake,IMPC_CAL_009_001
18109,Time of dark cycle start,The Starting Time Of The Dark Cycle. E.g. 7 P.m.,IMPC_CAL_010_001
18110,Room temperature,Room Temperature,IMPC_CAL_011_001
18111,Acclimation to respirometry cages,Acclimation To Respirometry Cages,IMPC_CAL_012_001
18112,Duration of test,Duration Of Test,IMPC_CAL_013_001
18113,Equipment ID,Equipment Name,IMPC_CAL_014_001
18114,Equipment manufacturer,Equipment Manufacturer,IMPC_CAL_015_001
18115,Equipment model,Equipment,IMPC_CAL_016_001
18116,Respiratory Exchange Ratio,Respiratory Exchange Ratio,IMPC_CAL_017_001
18117,Experimenter ID,"",IMPC_CAL_018_001
18118,Date equipment last calibrated,"",IMPC_CAL_019_001
18119,Time of dark cycle end,The Ending Time Of The Dark Cycle. E.g. 7 A.m.,IMPC_CAL_020_001
18120,Total water intake,"",IMPC_CAL_021_001
18121,Cumulative water intake,"",IMPC_CAL_022_001
28674,End-Systolic Diameter,"",IMPC_ECH_001_001
28675,End-Diastolic Diameter,"",IMPC_ECH_002_001
28676,Stroke Volume,"",IMPC_ECH_003_001
28677,Ejection Fraction,"",IMPC_ECH_004_001
28678,Fractional Shortening,"",IMPC_ECH_005_001
28679,Cardiac Output,"",IMPC_ECH_006_001
28680,LVAWd,"",IMPC_ECH_007_001
28681,LVIDd,"",IMPC_ECH_008_001
28682,LVPWd,"",IMPC_ECH_009_001
28683,LVAWs,"",IMPC_ECH_010_001
28684,LVIDs,"",IMPC_ECH_011_001
28685,LVPWs,"",IMPC_ECH_012_001
28686,HR,"",IMPC_ECH_013_001
28687,Body Temp,"",IMPC_ECH_014_001
28688,VTI of aortic flow (Pulse wave doppler mode),"",IMPC_ECH_015_001
28689,Aortic diameter (Dao),"",IMPC_ECH_016_001
28690,Tpeak Tend Interval,"",IMPC_ECH_017_001
28691,Respiration Rate,"",IMPC_ECH_018_001
28692,Equipment ID,"",IMPC_ECH_019_001
28693,Equipment Manufacturer,"",IMPC_ECH_020_001
28694,Equipment Model,"",IMPC_ECH_021_001
28695,Anesthetic,"",IMPC_ECH_022_001
28696,Experimenter ID,"",IMPC_ECH_023_001
28697,Date equipment last calibrated,"",IMPC_ECH_024_001
28698,M-Mode Images,"",IMPC_ECH_025_001
37378,Sodium,Sodium,IMPC_CBC_001_001
37379,Potassium,Potassium,IMPC_CBC_002_001
37380,Chloride,Chloride,IMPC_CBC_003_001
37381,Urea (Blood Urea Nitrogen - BUN),Urea,IMPC_CBC_004_001
37382,Creatinine,Creatinine Enzymatic Method Preferred,IMPC_CBC_005_001
37383,Total protein,Total Protein,IMPC_CBC_006_001
37384,Albumin,Albumin,IMPC_CBC_007_001
37385,Total bilirubin,Total Bilirubin,IMPC_CBC_008_001
37386,Calcium,Calcium,IMPC_CBC_009_001
37387,Phosphorus,Phosphate,IMPC_CBC_010_001
37388,Iron,Iron,IMPC_CBC_011_001
37389,Aspartate aminotransferase,Aspartate Aminotransferase,IMPC_CBC_012_001
37390,Alanine aminotransferase,Alanine Aminotransferase,IMPC_CBC_013_001
37391,Alkaline phosphatase,Alkaline Phosphatase,IMPC_CBC_014_001
37392,Total cholesterol,Total Cholesterol,IMPC_CBC_015_001
37393,HDL-cholesterol,Hdl Cholesterol,IMPC_CBC_016_001
37394,Triglycerides,Triglycerides,IMPC_CBC_017_001
37395,Glucose,Glucose,IMPC_CBC_018_001
37396,LIH (Hemolysis Severity - available on AU analysers),Lih Hemolysis Severity Available On Au Analysers,IMPC_CBC_019_001
37397,Fructosamine,Fructosamine,IMPC_CBC_020_001
37398,Lipase,Lipase,IMPC_CBC_021_001
37399,Lactate dehydrogenase,Lactate Dehydrogenase,IMPC_CBC_022_001
37400,Alpha-amylase,Alpha Amylase,IMPC_CBC_023_001
37401,UIBC (unsaturated iron binding capacity),Uibc Unsaturated Iron Binding Capacity,IMPC_CBC_024_001
37402,LDL-cholesterol,Ldl Cholesterol,IMPC_CBC_025_001
37403,Free fatty acids,Free Fatty Acids,IMPC_CBC_026_001
37404,Glycerol,Glycerol,IMPC_CBC_027_001
37405,Creatine kinase,Creatine Kinase,IMPC_CBC_028_001
37406,Uric acid,Uric Acid,IMPC_CBC_029_001
37407,Ferritin,Ferritin,IMPC_CBC_030_001
37408,Transferrin,Transferrin,IMPC_CBC_031_001
37409,C-reactive protein,C Reactive Protein,IMPC_CBC_032_001
37410,Equipment ID,Equipment Name,IMPC_CBC_033_001
37411,Equipment manufacturer,Equipment Manufacturer,IMPC_CBC_034_001
37412,Equipment model,Equipment Model,IMPC_CBC_035_001
37413,Anesthesia used for blood collection,Anesthesia Used For Blood Collection,IMPC_CBC_036_001
37414,Method of blood collection,Method Of Blood Collection,IMPC_CBC_037_001
37415,Anticoagulant,Anticoagulant,IMPC_CBC_038_001
37416,Samples kept on ice between collection and analysis,Samples Kept On Ice Between Collection And Analysis,IMPC_CBC_042_001
37417,Sample status,Sample Status,IMPC_CBC_043_001
37418,Sample dilution,Plasma Dilution,IMPC_CBC_044_001
37419,ID of blood collection SOP,Id Of Blood Collection Sop,IMPC_CBC_045_001
37420,Date and time of blood collection,Date And Time Of Blood Collection,IMPC_CBC_046_001
37421,Hemolysis status,Hemolysis Status,IMPC_CBC_048_001
37422,Blood collection experimenter ID,"",IMPC_CBC_049_001
37423,Date equipment last calibrated,"",IMPC_CBC_050_001
37424,Blood collection tubes,"",IMPC_CBC_039_001
37425,Date and time of sacrifice,"",IMPC_CBC_040_001
37426,Storage temperature from blood collection till measurement,"",IMPC_CBC_041_001
37427,Blood analysis experimenter ID,"",IMPC_CBC_051_001
37428,Glycosilated hemoglobin A1c (HbA1c),"",IMPC_CBC_052_001
37429,Thyroxine,"",IMPC_CBC_053_001
37430,Magnesium,"",IMPC_CBC_054_001
37431,Difficult bleed,"",IMPC_CBC_055_001
37432,Sample type,"",IMPC_CBC_056_001
37433,Fasting,"",IMPC_CBC_057_001
37434,Cholesterol ratio,Tc/Hdlc Ratio,IMPC_CBC_058_001
37435,Reagent manufacturer,"",IMPC_CBC_059_001
45824,Heart Morphology,Heart Morphology,IMPC_GEO_008_001
45825,Blood Vessel Morphology,Blood Vessel Morphology,IMPC_GEO_011_001
45826,Head shape,Head Shape,IMPC_GEO_015_001
45827,Head size,Head Size,IMPC_GEO_016_001
45828,Embryo Size,Embryo Size,IMPC_GEO_019_001
45829,Ear Morphology,Abnormal Ear Morphology,IMPC_GEO_022_001
45830,Vibrissa Morphology,Vibrissa Morphology,IMPC_GEO_028_001
45831,Skin Appearance,Skin Appearance,IMPC_GEO_029_001
45832,Skin Coloration,Skin Coloration,IMPC_GEO_030_001
45833,Tail Morphology,Tail Morphology,IMPC_GEO_033_001
45834,Liver Size,Liver Size,IMPC_GEO_037_001
45835,Comment on image,Comment On Image,IMPC_GEO_049_001
45836,Images,Images,IMPC_GEO_050_001
45837,Experimenter ID,Experimenter Id,IMPC_GEO_051_001
45838,Equipment ID,Equipment Id,IMPC_GEO_052_001
45839,Equipment Manufacturer,Equipment Manufacturer,IMPC_GEO_053_001
45840,Equipment Model,Equipment Model,IMPC_GEO_054_001
45841,Fixative,Fixative,IMPC_GEO_055_001
45842,Time of Dissection,Time Of Dissection,IMPC_GEO_056_001
45843,Somite Stage,Somite Stage,IMPC_GEO_057_001
45844,Time of dark cycle start,Time Of Dark Cycle Start,IMPC_GEO_058_001
45845,Time of dark cycle end,Time Of Dark Cycle End,IMPC_GEO_059_001
45846,Date equipment last calibrated,Date Equipment Last Calibrated,IMPC_GEO_060_001
45847,Hemorrhage,Hemorrhage,IMPC_GEO_009_002
45848,Facial Cleft,Facial Cleft,IMPC_GEO_017_002
45849,Cleft Palate,Cleft Palate,IMPC_GEO_018_002
45850,Polydactyly,Polydactyly,IMPC_GEO_034_002
45851,Pale Liver,Pale Liver,IMPC_GEO_038_002
45852,Exencephaly,Exencephaly,IMPC_GEO_041_002
45853,Holoprosencephaly,Holoprosencephaly,IMPC_GEO_042_002
45854,spina bifida,Spina Bifida,IMPC_GEO_043_002
45855,Microphthalmia,Microphthalmia,IMPC_GEO_047_002
45856,Anophthalmia,Anophthalmia,IMPC_GEO_048_002
45857,Severely Dysmorphic,"",IMPC_GEO_061_001
45858,Abdominal wall,"",IMPC_GEO_062_001
45859,Craniofacial morphology,"",IMPC_GEO_063_001
45860,Edema,"",IMPC_GEO_064_001
45861,Limb morphology,"",IMPC_GEO_065_001
45862,Microcephaly,"",IMPC_GEO_066_001
45863,Syndactyly,"",IMPC_GEO_067_001
45864,CRL,"",IMPC_GEO_068_001
45865,Delayed embryonic development,"",IMPC_GEO_069_001
45866,Blebs,"",IMPC_GEO_070_001
45867,Facial hypoplasia,"",IMPC_GEO_071_001
45868,Pallor,"",IMPC_GEO_072_001
28829,Response amplitude - BN,Response Amplitude Bn,IMPC_ACS_001_001
28830,Response amplitude - PP1,Response Amplitude Pp1,IMPC_ACS_002_001
28831,Response amplitude - PP2,Response Amplitude Pp2,IMPC_ACS_003_001
