analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
01y2ioagl6r04b0,MGI:2444688,Endov,C57BL,Early Adult,IMPC_GEL_014_001,0.4940199,Allantois Morphology
02009vhh1paut43,MGI:1289225,Tmem41b,C57BL,E9.5,IMPC_GEL_027_001,0.1198817,Neural tube closure
0203kip573b63dh,MGI:1891254,Bag2,C57BL,Early Adult,HRWLLA_DXA_003_001,0.2789493,Lean mass
0209cz73f3e1d69,MGI:1918829,Tcta,C57BL,Early Adult,IMPC_GEL_024_001,0.2753739,Branchial arch morphology
020l6f075v9643t,MGI:97742,Pomc,C57BL,Late Adult,IMPC_ABR_008_001,0.5010124,18kHz-evoked ABR Threshold
020ru92a87dfi9n,MGI:109271,Zhx1,C57BL,Early Adult,JAX_OFD_009_001,0.4406779,Whole arena average speed
020tid8kf81309t,MGI:1289225,Tmem41b,C57BL,E12.5,IMPC_FEA_106_001,0.9758034,Difference in Cue Tone and Cue Baseline % Freezing
0210qu1oq03n1d7,MGI:1100520,Twf1,C57BL,Early Adult,IMPC_DXA_004_001,0.1476603,Bone Mineral Density (excluding skull)
021189xlf8p0vve,MGI:109564,Kif5a,C57BL,E18.5,JAXLA_DXA_008_001,0.1761911,Lean/Body weight
0213c565f6ihrv4,MGI:1351477,Cars1,C57BL,Early Adult,IMPC_HEM_005_001,0.07861564,Mean cell volume
0213j967e44l74b,MGI:87885,Chrna1,C57BL,Early Adult,MGP_012_001_005,0.1318072,Body Weight
02197a4nck0ao27,MGI:1289225,Tmem41b,C57BL,E12.5,HRWLLA_FEA_003_001,0.9268167,Conditioning Baseline % Freezing Time
0219u5i94755470,MGI:2158736,Senp3,C57BL,Early Adult,IMPC_DXA_008_001,0.8969483,Lean/Body weight
021u6ocwl2e9m6c,MGI:1925847,Fhod3,C57BL,Early Adult,IMPC_CBC_002_001,0.9639721,Potassium
02201y9270i09vu,MGI:2151110,Prelp,C57BL,Early Adult,IMPC_FEA_107_001,0.4998359,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
0227splrb0hc7z1,MGI:105120,Dusp1,C57BL,Early Adult,ESLIM_016_001_003,0.08206148,Hemoglobin
022kaip6054x815,MGI:104673,Ptpn12,C57BL,E9.5,HRWLLA_HEM_003_001,0.6057796,Hemoglobin
022p35py10iq6s3,MGI:104899,Mob4,C57BL,Early Adult,IMPC_ACS_034_001,0.8987681,% Pre-pulse inhibition - PPI2
023144kzu6pf75h,MGI:1918829,Tcta,C57BL,Early Adult,ESLIM_005_001_006,0.9107352,Body length
023atx5aj3p2oj9,MGI:2151110,Prelp,C57BL,Early Adult,IMPC_CSD_073_001,0.4551037,Genitalia - morphology
023jkwsh7f74430,MGI:1333114,Pigq,C57BL,E9.5,IMPC_CSD_032_001,0.5589711,Locomotor activity
023m42nfan77rc4,MGI:1289225,Tmem41b,C57BL,Early Adult,IMPC_GEP_029_002,0.7011898,Cyanosis
023zuhdx1609i8u,MGI:1098713,Parp8,C57BL,Early Adult,HRWLLA_HEM_003_001,0.5713289,Hemoglobin
0240po78k81k4p9,MGI:1925847,Fhod3,C57BL,E15.5,CCP_LFO_007_001,0.6314274,Hqp
0241abdqgk89090,MGI:2442855,Rab39,C57BL,Early Adult,IMPC_OFD_050_001,0.7352897,Percentage center movement time
024a2u1646e828i,MGI:99402,Adora2a,C57BL,Early Adult,IMPC_XRY_067_001,0.525022,Caudal processes
024eajbum18x087,MGI:1342774,Ppargc1a,C57BL,E18.5,IMPC_CBC_010_001,0.1620266,Phosphorus
024i0s325981eo0,MGI:1349162,Sdc1,C57BL,Early Adult,IMPC_ACS_006_001,0.591593,Response amplitude - S
024jn81c41862w3,MGI:2441675,Pgbd1,C57BL,Middle Aged Adult,IMPC_ABR_006_001,0.5549448,12kHz-evoked ABR Threshold
025y41409flh40c,MGI:109564,Kif5a,C57BL,Early Adult,CCP_XRY_001_001,0.3796817,Skull shape
0260x07134il2v7,MGI:2442190,Camk1d,C57BL,Late Adult,IMPC_DXA_002_001,0.3147215,Fat mass
02686430i8s05kk,MGI:2444155,Nmnat2,C57BL,E15.5,IMPC_ECG_010_001,0.07760391,HRV
0269r4sf3386214,MGI:109555,Psmc2,C57BL,Early Adult,ESLIM_006_001_019,0.3663349,Skull shape
026t4876r876dcc,MGI:1916947,Camsap3,C57BL,Early Adult,IMPC_CSD_037_001,0.1332637,Unexpected behaviors
026yn2wtzovg0jb,MGI:2444155,Nmnat2,C57BL,Early Adult,HMGULA_GRS_008_001,0.7461486,Forelimb grip strength measurement mean
0279n9vl1lz20p0,MGI:1347075,Nbea,C57BL,E18.5,IMPC_CSD_029_001,0.7650501,Activity (body position)
027tou31ksvh4ut,MGI:109564,Kif5a,C57BL,E12.5,IMPC_EYE_008_001,0.3057426,Corneal opacity
028352de537xrtq,MGI:104673,Ptpn12,C57BL,E9.5,IMPC_GEL_066_001,0.5708631,Vascular morphology
02853m78rvd2173,MGI:109555,Psmc2,C57BL,Early Adult,IMPC_GEL_014_001,0.1670571,Allantois Morphology
0285y10cm0573j7,MGI:1919963,Angptl1,C57BL,Early Adult,IMPC_EYE_069_001,0.07023596,Left inner nuclear layer
0287hs880oeb52w,MGI:1333114,Pigq,C57BL,E12.5,IMPC_EYE_068_001,0.6882836,Left total retinal thickness
02886yf032kd32m,MGI:3648285,Gm5127,C57BL,Early Adult,MGP_PBI_039_001,0.7259831,Neutrophil number
028fd2y25k9qr4y,MGI:99402,Adora2a,C57BL,Late Adult,IMPC_EYE_008_001,0.909981,Corneal opacity
028m79p1qc461i6,MGI:1891254,Bag2,C57BL,Early Adult,IMPC_GEL_042_001,0.2089518,Otic vesicle morphology
028u361k46aokv6,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_ACS_035_001,0.2934119,% Pre-pulse inhibition - PPI3
028u87hxi1k0h59,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_HEM_005_001,0.370703,Mean cell volume
028z8y858d76n97,MGI:1355329,Mink1,C57BL,Early Adult,ESLIM_007_001_013,0.2729245,Center average speed
0290l905kpc07y1,MGI:1333114,Pigq,C57BL,Early Adult,JAXLA_CSD_009_001,0.4161574,Coat - color pattern - head
02925kgj1aulb0i,MGI:1915051,Pllp,C57BL,Early Adult,JAXLA_CSD_015_001,0.4651351,Coat - hair texture / appearance - head
02962z8kqb1b3n9,MGI:104899,Mob4,C57BL,Early Adult,IMPC_OFD_014_001,0.2012992,Center distance travelled
0299v7h5p28wc4f,MGI:2444807,Zfp827,C57BL,Early Adult,JAXLA_DXA_009_001,0.2763197,Fat/Body weight
029h9d688kjgo14,MGI:104899,Mob4,C57BL,E9.5,JAX_PLC_001_001,0.7977688,Total cholesterol
029i9j3b68hf3ay,MGI:1347075,Nbea,C57BL,E18.5,IMPC_XRY_067_001,0.1122147,Caudal processes
029ivl68c9az50q,MGI:1333114,Pigq,C57BL,E12.5,IMPC_CBC_006_001,0.1747674,Total protein
029kxo3a37u2a3v,MGI:103206,Acod1,C57BL,Early Adult,IMPC_EYE_063_001,0.3648916,Right inner nuclear layer
029ns37d39b3536,MGI:1913208,Carm1,C57BL,Early Adult,ESLIM_008_001_002,0.3181184,Tremor
029u10tk1h75abi,MGI:2142527,Exoc8,C57BL,Early Adult,ESLIM_001_001_157,0.7743307,hindlimb thickness
02a7yh5045toiq3,MGI:1919822,Spats2,C57BL,Early Adult,IMPC_YMZ_002_001,0.5595095,Total arm entries
02c0v012713yd20,MGI:2444688,Endov,C57BL,Early Adult,IMPC_OFD_017_001,0.6696106,Center average speed
02c98jkf3088msa,MGI:2444807,Zfp827,C57BL,Late Adult,IMPC_HEM_027_001,0.3181191,Red blood cell distribution width
02d36om3uq420g3,MGI:109271,Zhx1,C57BL,Early Adult,IMPC_EYE_015_001,0.907217,Iris Pigmentation
02d6py7xvbq532c,MGI:2138297,Sh3bp4,C57BL,Early Adult,MGP_016_001_008,0.8000387,Platelet count
02daf79nk51p9ix,MGI:2441675,Pgbd1,C57BL,Middle Aged Adult,IMPC_GEO_047_002,0.6980988,Microphthalmia
02dcdcv6650y770,MGI:2145317,Brd9,C57BL,Late Adult,IMPC_XRY_010_001,0.6787753,Shape of ribs
02dkm2pw1277n15,MGI:2442855,Rab39,C57BL,Early Adult,IMPC_CSD_026_001,0.6557438,Head morphology
02e15v4nx235h5h,MGI:2444807,Zfp827,C57BL,Middle Aged Adult,IMPC_CBC_010_001,0.1192485,Phosphorus
02e71vbc39x6782,MGI:1333114,Pigq,C57BL,E12.5,IMPC_ABR_010_001,0.0902564,24kHz-evoked ABR Threshold
02ers9m893a2e1f,MGI:1918829,Tcta,C57BL,Early Adult,IMPC_ABR_012_001,0.3709808,30kHz-evoked ABR Threshold
02f0m5kwstt54rm,MGI:2442190,Camk1d,C57BL,Late Adult,JAXLA_CSD_007_001,0.4636308,Coat - color - abdomen
02f7s9jz57n5r81,MGI:1913887,Tsen15,C57BL,Early Adult,ESLIM_016_001_005,0.6830447,Mean cell volume
02g0gt7jl8rf767,MGI:1347075,Nbea,C57BL,Early Adult,IMPC_GEL_060_001,0.2759432,Neural tube morphology
02g349p8860nt38,MGI:2444807,Zfp827,C57BL,Late Adult,IMPC_CSD_078_001,0.7745386,Vocalization
02gif4zo2qb7se9,MGI:1202401,Fgf17,C57BL,Early Adult,IMPC_XRY_018_001,0.4258846,Shape of vertebrae
02hh6jcb4u72sc8,MGI:97742,Pomc,C57BL,Middle Aged Adult,IMPC_GRS_009_001,0.3612098,Forelimb and hindlimb grip strength measurement mean
02hw5n067cnnew4,MGI:103206,Acod1,C57BL,Early Adult,IMPC_HEM_007_001,0.8395517,Mean cell hemoglobin concentration
02igq73x15h03hd,MGI:1343166,Klk6,C57BL,Early Adult,IMPC_GEL_028_001,0.2128144,Forebrain
02iov3d16rn7n7x,MGI:2145317,Brd9,C57BL,E15.5,IMPC_ECG_010_001,0.3216474,HRV
02j0rgnsh83kx67,MGI:3030482,Or52h1,C57BL,Early Adult,IMPC_OFD_018_001,0.4638272,Latency to center entry
02j30l1oicw2y8i,MGI:2137677,Sfxn1,C57BL,Early Adult,IMPC_GEO_011_001,0.4447892,Blood Vessel Morphology
02j57mi220094u1,MGI:3030482,Or52h1,C57BL,Early Adult,IMPC_ACS_035_001,0.4825008,% Pre-pulse inhibition - PPI3
02j7fa5sx992418,MGI:2142527,Exoc8,C57BL,E9.5,IMPC_ABR_010_001,0.7320321,24kHz-evoked ABR Threshold
02n2iog54j741u3,MGI:109564,Kif5a,C57BL,E18.5,JAXLA_DXA_009_001,0.2012739,Fat/Body weight
02na03gj02e1303,MGI:1913887,Tsen15,C57BL,Early Adult,IMPC_CBC_010_001,0.8239997,Phosphorus
02nl4uaw74t8hnd,MGI:96877,Klrb1,C57BL,Middle Aged Adult,IMPC_CSD_018_001,0.09124656,Forelimbs - shape
02o2wyfr4867633,MGI:1860078,Txnl1,C58BL,Early Adult,CCP_LFO_007_001,0.9438805,Hqp
02on048lg989347,MGI:2684870,Pom121l2,C57BL,Early Adult,IMPC_OFD_009_001,0.3207707,Whole arena average speed
02p3ty0a1i82w2y,MGI:109564,Kif5a,C57BL,E12.5,IMPC_GEL_024_001,0.7358696,Branchial arch morphology
02ppca76fh67f0v,MGI:1891254,Bag2,C57BL,Early Adult,IMPC_CSD_036_001,0.4483354,Startle response
02q8410k3cjdc5c,MGI:1915690,Dusp23,C57BL,Early Adult,IMPC_IPG_010_001,0.07106997,Fasted blood glucose concentration
02rv6p92goc11s2,MGI:96877,Klrb1,C57BL,Middle Aged Adult,IMPC_EYE_017_001,0.2449837,Lens Opacity
02s3f5e9i50680n,MGI:2444807,Zfp827,C57BL,Late Adult,JAXLA_CSD_005_001,0.3078468,Coat - color - back
02s3s12886zd4p1,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_CBC_058_001,0.6897779,Cholesterol ratio
02s41wgvkqmu77m,MGI:1349410,Triobp,C57BL,Early Adult,HRWLLA_DXA_008_001,0.2853537,Lean/Body weight
02s96ex1443du4i,MGI:2442190,Camk1d,C57BL,Late Adult,JAX_OFD_013_001,0.8149916,Periphery average speed
02sq3cckx10c92i,MGI:2670984,Kics2,C57BL,Early Adult,IMPC_DXA_006_001,0.7128732,Body length
02t526c9w88c7h0,MGI:1925847,Fhod3,C57BL,E15.5,CCP_XRY_001_001,0.7182533,Skull shape
02tm711mmf75w01,MGI:2442190,Camk1d,C57BL,Late Adult,ESLIM_001_001_004,0.07250615,adult mouse length
02u057mndo425s3,MGI:1276578,Gfi1b,C57BL,E15.5,IMPC_EYE_008_001,0.7748316,Corneal opacity
02u4tzgf17kb7xs,MGI:3029290,Zfp281,C57BL,E9.5,JAXLA_DXA_007_001,0.9421187,BMC/Body weight
02uc6h9i9o5k028,MGI:99892,Lama1,C57BL,Early Adult,HRWL_OWT_001_001,0.8025849,Spleen weight
02udua57892870m,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_ECH_016_001,0.3194754,Aortic diameter (Dao)
02uh14p38n6eu85,MGI:99892,Lama1,C57BL,Early Adult,ESLIM_007_001_005,0.867605,Whole arena average speed
02uln4017qbo230,MGI:104673,Ptpn12,C57BL,E9.5,IMPC_ECH_016_001,0.1778291,Aortic diameter (Dao)
02uw5481nkawea2,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_DXA_007_001,0.08186402,BMC/Body weight
02v549aj44yc6xh,MGI:103022,Reln,C57BL,Early Adult,IMPC_IPG_010_001,0.2022827,Fasted blood glucose concentration
02vf0cq25u751m9,MGI:2441675,Pgbd1,C57BL,Middle Aged Adult,IMPC_EYE_083_001,0.1919187,Vitreous
02w1941wh4336dc,MGI:96877,Klrb1,C57BL,Middle Aged Adult,IMPC_CSD_026_001,0.06806671,Head morphology
02wd3n7p50l90ck,MGI:109271,Zhx1,C57BL,Early Adult,MGP_026_001_004,0.8560475,Coat colouration
02x6m484tw64521,MGI:1202401,Fgf17,C57BL,Early Adult,IMPC_FEA_107_001,0.4460797,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
02xc397861q7199,MGI:2444069,Vwc2l,C57BL,Early Adult,IMPC_CSD_026_001,0.3846321,Head morphology
02xs3b87dja1gyc,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_GEO_011_001,0.9722953,Blood Vessel Morphology
02y51d160991e96,MGI:97742,Pomc,C57BL,Late Adult,IMPC_DXA_002_001,0.914056,Fat mass
02yo008kwpoe3q3,MGI:1276578,Gfi1b,C57BL,E15.5,IMPC_ABR_012_001,0.8212243,30kHz-evoked ABR Threshold
0300ac7k7303nm6,MGI:893577,Stx4a,C57BL,Early Adult,IMPC_DXA_008_001,0.7876724,Lean/Body weight
0300g8310y7eb90,MGI:97742,Pomc,C57BL,Early Adult,IMPC_CSD_071_001,0.2705093,Genitalia - presence
03025kt599k9j66,MGI:1915806,Uckl1,C57BL,Early Adult,HRWL_OWT_001_001,0.8062868,Spleen weight
03070h16i95zo65,MGI:1859545,Syt7,C57BL,Early Adult,IMPC_EYE_017_001,0.2356861,Lens Opacity
0307c28vp58hgy7,MGI:891978,Phyh,C57BL,Early Adult,ESLIM_006_001_012,0.9229884,Pelvis
0308p5sp2ac82b0,MGI:2387404,Catsper2,C57BL,Early Adult,IMPC_EYE_016_001,0.9736981,Lens
030yfujwl3v005c,MGI:2137677,Sfxn1,C57BL,Early Adult,UCD_OWT_029_001,0.30124,Body length
031952b8ke0i43u,MGI:1914836,Ubxn11,C57BL,Early Adult,ESLIM_001_001_157,0.4508676,hindlimb thickness
031jit11254em48,MGI:2145317,Brd9,C57BL,Middle Aged Adult,JAXLA_DXA_007_001,0.4180957,BMC/Body weight
031m641dogwv21s,MGI:2142527,Exoc8,C57BL,Early Adult,ESLIM_007_001_009,0.6516544,Periphery average speed
031racb2vc574j1,MGI:109564,Kif5a,C57BL,E18.5,HRWLLA_HEM_003_001,0.4660399,Hemoglobin
031t9z80x388m59,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_OFD_016_001,0.8314108,Center permanence time
0327k2kjdax1gc1,MGI:2180307,Hps5,C57BL,Early Adult,IMPC_HEM_034_001,0.3175757,Monocyte cell count
032m1grfsh3aefr,MGI:2145317,Brd9,C57BL,E15.5,JAX_OFD_020_001,0.6366044,Distance travelled - total
032n34qx4868h6x,MGI:95392,Eng,C57BL,E15.5,IMPC_EYE_018_001,0.9510235,Fusion between cornea and lens
032nipwih75yzve,MGI:1196439,Cbx7,C57BL,Early Adult,IMPC_IPG_010_001,0.1496912,Fasted blood glucose concentration
032of6f4595s7o5,MGI:1345153,Pacsin2,C57BL,Early Adult,IMPC_OFD_012_001,0.5456577,Periphery permanence time
033540hz127m7x3,MGI:1333870,Ate1,C57BL,Early Adult,ESLIM_019_001_004,0.360609,IgG2b
033i9b80c216vrl,MGI:2145317,Brd9,C57BL,Early Adult,IMPC_OFD_050_001,0.3171712,Percentage center movement time
033r7qdvlyg51f3,MGI:2444155,Nmnat2,C57BL,E15.5,ESLIM_016_001_008,0.8953977,Platelet count
034086e0m32ey15,MGI:2442190,Camk1d,C57BL,Middle Aged Adult,IMPC_CBC_011_001,0.854405,Iron
0340t618y2xs02x,MGI:2145317,Brd9,C57BL,E15.5,IMPC_OFD_018_001,0.2231506,Latency to center entry
0341p6y2l873si7,MGI:95392,Eng,C57BL,E15.5,IMPC_CSD_036_001,0.1533803,Startle response
034c9da9y1fq2vb,MGI:1917004,Fbxo7,C57BL,Early Adult,IMPC_OFD_014_001,0.780369,Center distance travelled
03502spjycj33y2,MGI:1196439,Cbx7,C57BL,Early Adult,IMPC_GRS_010_001,0.8028832,Forelimb grip strength normalised against body weight
0352f6hv51bx0p7,MGI:1343166,Klk6,C57BL,Early Adult,IMPC_GEL_027_001,0.2062046,Neural tube closure
0353367j5xj3x0i,MGI:107417,Slc50a1,C57BL,Early Adult,IMPC_EYE_015_001,0.7451593,Iris Pigmentation
03556qk0je4ke06,MGI:1915051,Pllp,C57BL,Early Adult,IMPC_ACS_035_001,0.806725,% Pre-pulse inhibition - PPI3
035ck45g3s7ip0h,MGI:103022,Reln,C57BL,E18.5,IMPC_IPG_011_001,0.4757055,Initial response to glucose challenge
035d50v353y1kt8,MGI:1925847,Fhod3,C57BL,E9.5,IMPC_OFD_016_001,0.3428331,Center permanence time
035plcrg253vw22,MGI:2181202,Pfkfb3,C57BL,Early Adult,IMPC_EYE_063_001,0.5014647,Right inner nuclear layer
0361wvf85d320dd,MGI:1342273,Gsto1,C57BL,Late Adult,IMPC_CSD_018_001,0.9149605,Forelimbs - shape
036ctva1ds9gi84,MGI:1859545,Syt7,C57BL,Early Adult,IMPC_EYE_004_001,0.1683178,Eyelid morphology
0374nkykrtt2rdh,MGI:1346006,Ptpa,C57BL,Early Adult,UCDLA_GRS_011_001,0.5820469,Forelimb and hindlimb grip strength normalised against body weight
0378173f5v46m8r,MGI:97742,Pomc,C57BL,Late Adult,IMPC_FEA_107_001,0.342879,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
03783ld875hp52d,MGI:96877,Klrb1,C57BL,Early Adult,IMPC_GEL_014_001,0.6605941,Allantois Morphology
037kpa2s2jkay27,MGI:1343166,Klk6,C57BL,Early Adult,IMPC_HEM_030_001,0.3503648,Neutrophil cell count
037lt883bbm3278,MGI:2442855,Rab39,C57BL,Early Adult,IMPC_GEL_014_001,0.2170178,Allantois Morphology
03854b9jo882hi6,MGI:2145317,Brd9,C57BL,Late Adult,IMPC_CBC_016_001,0.8493799,HDL-cholesterol
0385f2418uarih1,MGI:1925847,Fhod3,C57BL,E9.5,IMPC_HEM_033_001,0.8072829,Monocyte differential count
038ahe9zixga7ps,MGI:1343166,Klk6,C57BL,Early Adult,JAXLA_CSD_039_001,0.8894194,Limb grasp
038fx2f98bp5lgq,MGI:2444155,Nmnat2,C57BL,Early Adult,IMPC_ABR_012_001,0.2959477,30kHz-evoked ABR Threshold
038mz999r8e8a4i,MGI:2138297,Sh3bp4,C57BL,Early Adult,IMPC_EYE_056_001,0.2768188,Mean left eye lens density
038pnbw2d3va7k0,MGI:1343176,Timm17b,C57BL,Early Adult,IMPC_FEA_107_001,0.6085754,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
038y368nse1675t,MGI:2180307,Hps5,C57BL,Early Adult,IMPC_GEL_030_001,0.6878325,Hindbrain
0390q63489d78hr,MGI:104899,Mob4,C57BL,Early Adult,IMPC_EYE_056_001,0.4749502,Mean left eye lens density
0390u5475b9738u,MGI:1333114,Pigq,C57BL,E12.5,HRWLLA_HEM_003_001,0.4691731,Hemoglobin
039n4ay2894d186,MGI:97742,Pomc,C57BL,Late Adult,IMPC_OFD_017_001,0.8687046,Center average speed
03ap05m4pk9624c,MGI:2442190,Camk1d,C57BL,Middle Aged Adult,IMPC_XRY_018_001,0.5913965,Shape of vertebrae
03b2z1z42e886z8,MGI:2444807,Zfp827,C57BL,Middle Aged Adult,JAX_OFD_013_001,0.9847111,Periphery average speed
03b51h7z60u18t5,MGI:1920150,Ndufv2,C57BL,E9.5,IMPC_GEP_004_002,0.4975856,Spontaneous movement
03br357uf12i3k2,MGI:1920150,Ndufv2,C57BL,Middle Aged Adult,IMPC_CBC_007_001,0.4662965,Albumin
03cir883t2gjqqi,MGI:109601,Nck1,C57BL,Early Adult,IMPC_CSD_029_001,0.8564442,Activity (body position)
03df9z6i3hw01mc,MGI:1196439,Cbx7,C57BL,Early Adult,IMPC_CBC_010_001,0.1747488,Phosphorus
03dxr4a61k4z8gu,MGI:104899,Mob4,C57BL,E9.5,HRWLLA_DXA_009_001,0.5816389,Fat/Body weight
03eg7l902ivkp40,MGI:2145317,Brd9,C57BL,Middle Aged Adult,IMPC_CBC_017_001,0.4015059,Triglycerides
03ekxhl0b3aygi3,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_OFD_022_001,0.6581923,Percentage center time
03epi343eztxdq8,MGI:99402,Adora2a,C57BL,Late Adult,IMPC_EYE_023_001,0.5939416,Optic Disc
03f2n6023bvk0is,MGI:1333114,Pigq,C57BL,E9.5,IMPC_ACS_006_001,0.3590889,Response amplitude - S
03f5l9he2694xgo,MGI:107417,Slc50a1,C57BL,Early Adult,IMPC_IPG_010_001,5.793172e-05,Fasted blood glucose concentration
03f68p57vryht3p,MGI:1920150,Ndufv2,C57BL,E9.5,ESLIM_015_001_012,0.2456008,Lactate dehydrogenase
03f8g5sxu2e12oa,MGI:2158736,Senp3,C57BL,Early Adult,IMPC_GEL_027_001,0.816956,Neural tube closure
03g01r57k83452p,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_ECG_002_001,0.2991639,HR
03g3ps399ahby83,MGI:97742,Pomc,C57BL,Late Adult,IMPC_CBC_004_001,0.3683631,Urea (Blood Urea Nitrogen - BUN)
03g50d26w4r684t,MGI:109564,Kif5a,C57BL,E12.5,IMPC_CSD_032_001,0.7585643,Locomotor activity
03h0g1h1wx2v67w,MGI:104673,Ptpn12,C57BL,E9.5,JAXLA_CSD_029_001,0.7943217,Activity (body position)
03hvw6odijiscm4,MGI:3029290,Zfp281,C57BL,Early Adult,IMPC_GEL_028_001,0.8787675,Forebrain
03i78902l7389b8,MGI:1860078,Txnl1,C57BL,Early Adult,IMPC_GEL_058_001,0.5938765,Heart morphology
03ij73kzu8bk332,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_ABR_004_001,0.6270751,6kHz-evoked ABR Threshold
03inqjuw86wym9w,MGI:2142527,Exoc8,C57BL,E12.5,IMPC_CBC_028_001,0.9299442,Creatine kinase
03ivlmhgx7b4dy0,MGI:97742,Pomc,C57BL,Late Adult,IMPC_GEL_027_001,0.7001947,Neural tube closure
03jqzwl085443h7,MGI:2145317,Brd9,C57BL,Late Adult,IMPC_CSD_037_001,0.06425549,Unexpected behaviors
03l76do6r4e5pjl,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_ACS_006_001,0.7934502,Response amplitude - S
03l8bn99n9p9pg6,MGI:1916778,1700030J22Rik,C57BL,Early Adult,IMPC_GEL_014_001,0.4163429,Allantois Morphology
03lcgjg6rl922d9,MGI:1925847,Fhod3,C57BL,Early Adult,CCP_LFO_007_001,0.5037069,Hqp
03n75h7z7y710qq,MGI:104673,Ptpn12,C57BL,E12.5,HRWLLA_HEM_029_001,0.4473953,Neutrophil differential count
03o5278828n0b7g,MGI:1917004,Fbxo7,C57BL,Early Adult,IMPC_CBC_007_001,0.4403761,Albumin
03otkk021d7zm9z,MGI:103022,Reln,C57BL,E18.5,IMPC_EYE_015_001,0.5720428,Iris Pigmentation
03ow66065i6ln80,MGI:109564,Kif5a,C57BL,Early Adult,IMPC_HEM_003_001,0.1500458,Hemoglobin
03p5cthh57i721y,MGI:2385261,Cnot3,C57BL,Early Adult,IMPC_ACS_035_001,0.9965769,% Pre-pulse inhibition - PPI3
03s54zz9pc82863,MGI:1349162,Sdc1,C57BL,Early Adult,IMPC_ABR_002_001,0.617153,Click-evoked ABR threshold
03svllg1jk47123,MGI:104673,Ptpn12,C57BL,Early Adult,IMPC_OFD_017_001,0.7793314,Center average speed
03teqzj3m0iy41x,MGI:96877,Klrb1,C57BL,Late Adult,ESLIM_008_001_008,0.05852052,Locomotor activity
03u6ob6275biq31,MGI:2159621,Acot4,C57BL,Early Adult,IMPC_OFD_011_001,0.8100129,Periphery resting time
03uquh8lil283s4,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_HEM_033_001,0.9427885,Monocyte differential count
03v97112x6289ct,MGI:2444155,Nmnat2,C57BL,Early Adult,ESLIM_018_001_003,0.5806876,T cell CD3+ percentage
03v9h26iv3e6cu3,MGI:2138297,Sh3bp4,C57BL,Early Adult,ESLIM_008_001_008,0.874943,Locomotor activity
03w59t4bmyaxs11,MGI:1289225,Tmem41b,C57BL,E12.5,IMPC_EYE_082_001,0.8740348,Iris transilumination
03woq6668c6n293,MGI:109610,Enc1,C57BL,Early Adult,ESLIM_008_001_016,0.7411691,Trunk curl
03ytbdndj23fqb7,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_EYE_063_001,0.4398852,Right inner nuclear layer
03zk47f4sz10951,MGI:99402,Adora2a,C57BL,Middle Aged Adult,IMPC_GEL_028_001,0.1507949,Forebrain
03zu555yrv8i937,MGI:97742,Pomc,C57BL,Middle Aged Adult,TCPLA_DXA_007_001,0.5824502,BMC/Body weight
04004148g76r242,MGI:109610,Enc1,C57BL,Early Adult,ESLIM_016_001_006,0.7497304,Mean corpuscular hemoglobin
040402atf2ayavg,MGI:109564,Kif5a,C57BL,E18.5,IMPC_OFD_016_001,0.7927599,Center permanence time
04040i05tfk35dk,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_DXA_006_001,0.05053587,Body length
04092873241qz4f,MGI:2387404,Catsper2,C57BL,Early Adult,IMPC_HEM_001_001,0.3838162,White blood cell count
0409fuu79v06n5g,MGI:109564,Kif5a,C57BL,E12.5,IMPC_CBC_013_001,0.05708192,Alanine aminotransferase
040kqt950bo5ovz,MGI:891978,Phyh,C57BL,Early Adult,IMPC_FEA_107_001,0.2383509,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
040p4s328n95587,MGI:2441675,Pgbd1,C57BL,Middle Aged Adult,IMPC_CBC_002_001,0.4648835,Potassium
0411po45263q4h1,MGI:97801,Pth1r,C57BL,Early Adult,IMPC_CBC_017_001,0.2476475,Triglycerides
04138ij6m31w8ut,MGI:109601,Nck1,C57BL,Early Adult,IMPC_LDT_006_001,0.3128733,Latency to first transition into dark
0413a9owl475q81,MGI:1918328,Adam30,C57BL,Early Adult,IMPC_IPG_010_001,0.624858,Fasted blood glucose concentration
0413b4rgi338w14,MGI:1333114,Pigq,C57BL,E12.5,IMPC_CSD_032_001,0.7749431,Locomotor activity
